Order_ID,User_ID,Restaurant_ID,Driver_ID,Item_Name,Quantity,Total_Price,Order_Time,Delivery_Time,Delivery_Duration_Minutes,City,Payment_Method,Order_Status,Driver_Vehicle,Restaurant_Lat,Restaurant_Lon,Customer_Lat,Customer_Lon,Driver_Lat,Driver_Lon,Delivery_Distance_km,Traffic_Level,Driver_Availability,Hour,Revenue,Day,Month
7158,U6876,729,309,Sandwich,4,446.68,2025-06-13 10:10:00,,49.0,Giza,Wallet,Delivered,Bicycle,30.011572259262483,31.19714889577205,30.024187478067105,31.22728286176312,30.023857120322685,31.20749241630977,3.225867139795125,Medium,Online,10,1786.72,Friday,June
7159,U8759,251,141,Pizza,2,168.98,2025-06-12 15:13:00,,44.0,Tanta,Wallet,Delivered,Motorbike,30.779077364232457,30.981977163694523,30.77847779083916,31.00173266440907,30.771376248591213,31.01039280413712,1.892243920607,Medium,Online,15,337.96,Thursday,June
7160,U6494,864,20,Fried Chicken,4,403.72,2025-06-09 10:29:00,,37.0,Mansoura,Cash,Cancelled,Motorbike,31.041138743465265,31.39220135433873,31.029571677496875,31.37760754203572,31.0443177981546,31.373726589169653,1.893626286392924,Medium,Online,10,1614.88,Monday,June
7161,U1456,790,301,Sushi,3,94.95,2025-06-16 01:56:00,,33.0,Alexandria,Wallet,Cancelled,Car,31.209295564708142,29.89981613377248,31.19858027028688,29.90820574030993,31.21612992574991,29.913640913112346,1.4320208912746786,Low,Online,1,284.85,Monday,June
7162,U2660,577,388,Pasta,5,721.85,2025-06-16 06:17:00,,49.0,Cairo,Credit Card,Delivered,Bicycle,30.04083731619851,31.24041143287913,30.05400150787206,31.24048496113757,30.04254841320748,31.22302661832168,1.459310554669255,Low,Offline,6,3609.25,Monday,June
7163,U3668,216,347,Koshary,2,152.98,2025-06-15 12:41:00,,30.0,Tanta,Wallet,Delivered,Motorbike,30.79166876772033,30.995015292598,30.804798003553728,30.993503889488878,30.80512528008219,30.988820949350444,1.462755445221,Medium,Online,12,305.96,Sunday,June
7164,U5998,542,203,Koshary,3,100.8,2025-06-12 16:20:00,,43.0,Cairo,Credit Card,Delivered,Bicycle,30.05237251684621,31.23307600154337,30.054723396772317,31.254840276546343,30.025344355683924,31.22934046350368,2.114942747629464,High,Online,16,302.4,Thursday,June
7165,U6992,512,261,Sushi,5,566.0,2025-06-03 00:57:00,,26.0,Mansoura,Credit Card,Delivered,Bicycle,31.046344872680613,31.393677347649604,31.042762994193318,31.366616693951794,31.03909838236544,31.379817951362615,2.613552634172995,Low,Online,0,2830.0,Tuesday,June
7166,U2702,317,169,Pasta,3,356.04,2025-06-06 02:53:00,,17.0,Alexandria,Cash,Delivered,Car,31.182178643925248,29.900567845246595,31.192713542740464,29.92280984783849,31.213049921976708,29.915739746236408,2.420509870353128,Low,Online,2,1068.1200000000001,Friday,June
7167,U1805,579,298,Pasta,2,278.5,2025-06-08 16:41:00,,35.0,Cairo,Wallet,Delivered,Car,30.058789912227404,31.24536591627659,30.03446237609324,31.22573490270597,30.060441729839837,31.227211390493743,3.2949965191674337,High,Offline,16,557.0,Sunday,June
7168,U6352,934,32,Shawarma,5,737.95,2025-06-08 05:35:00,,34.0,Cairo,Wallet,Delivered,Bicycle,30.0427301325906,31.243919435331563,30.03837557150153,31.236490967331147,30.035671962024384,31.230711163540448,0.8638988678816577,Low,Online,5,3689.75,Sunday,June
7169,U4506,387,143,Sandwich,5,299.6,2025-06-13 23:42:00,,21.0,Assiut,Credit Card,Delivered,Motorbike,27.17139664326785,31.19927296208965,27.19260517842381,31.1638756432134,27.17180118228619,31.182499340442472,4.222148085906464,Low,Online,23,1498.0,Friday,June
7170,U4001,589,16,Burger,2,276.38,2025-06-03 19:11:00,,28.0,Cairo,Credit Card,In Transit,Car,30.034070580299183,31.238786339360782,30.0307594381654,31.236156544781643,30.04914226341313,31.23698335167934,0.446169666571343,High,Online,19,552.76,Tuesday,June
7171,U4052,686,394,Salad,3,398.97,2025-06-06 04:28:00,,49.0,Tanta,Credit Card,Delivered,Motorbike,30.78582056451376,30.98460388536361,30.803321688562804,31.01750150720529,30.804691434571662,30.982801755172897,3.698408458588778,Low,Online,4,1196.91,Friday,June
7172,U1705,726,159,Shawarma,4,201.44,2025-06-09 10:35:00,,48.0,Cairo,Cash,In Transit,Bicycle,30.05987326157876,31.217559541565336,30.0284196805853,31.244242092567017,30.04510546585469,31.22466938851317,4.33352793532501,Medium,Online,10,805.76,Monday,June
7173,U1150,745,278,Shawarma,1,132.76,2025-06-14 20:26:00,,50.0,Mansoura,Credit Card,Delivered,Motorbike,31.033033903267302,31.37918058983649,31.022872069740984,31.39521542999426,31.054357149767736,31.37770874746757,1.9008224288950892,Low,Online,20,132.76,Saturday,June
7174,U4349,464,127,Sushi,3,114.69,2025-06-11 07:08:00,,28.0,Alexandria,Wallet,Delivered,Motorbike,31.21008902987134,29.927508308285176,31.193899424920527,29.899177407838188,31.18223055958523,29.912719576873823,3.242220627213797,High,Online,7,344.07,Wednesday,June
7175,U3201,823,153,Shawarma,4,499.68,2025-06-04 19:30:00,,35.0,Alexandria,Wallet,Delivered,Car,31.183972749239487,29.900392213609543,31.209428148491607,29.93235008453913,31.219593038261923,29.93429429130638,4.152412454982908,High,Online,19,1998.72,Wednesday,June
7176,U1204,634,234,Sushi,3,137.7,2025-06-06 05:58:00,,25.0,Zagazig,Cash,Delivered,Motorbike,30.586742268086045,31.491929854919466,30.60070471575407,31.520542457502422,30.59908118635,31.48725723678993,3.150610522980554,Low,Online,5,413.09999999999997,Friday,June
7177,U8515,548,126,Shawarma,3,344.19,2025-06-09 03:25:00,,37.0,Assiut,Credit Card,Delivered,Bicycle,27.20056744561571,31.1945314549876,27.171096308877036,31.18106781827849,27.182465857138894,31.18295670381076,3.5276039013583205,Low,Online,3,1032.57,Monday,June
7178,U2877,265,452,Sandwich,2,292.76,2025-06-04 16:58:00,,52.0,Giza,Cash,In Transit,Car,30.02391751211169,31.19811704042936,30.01785481306648,31.191749901990804,30.000450752223774,31.207728620023552,0.9104568158997872,High,Online,16,585.52,Wednesday,June
7179,U3372,488,124,Koshary,3,311.49,2025-06-13 19:21:00,,57.0,Cairo,Wallet,Delivered,Motorbike,30.032821139537624,31.230944912362244,30.03676620414465,31.246596311646613,30.037089689717416,31.24636326615387,1.5716863584816918,High,Online,19,934.47,Friday,June
7180,U1844,68,421,Fried Chicken,4,158.16,2025-06-05 00:48:00,,30.0,Assiut,Cash,Delivered,Car,27.18095765894792,31.1935765456216,27.197212847355296,31.167461973424768,27.173796171019877,31.18665809690608,3.152805396923674,Low,Online,0,632.64,Thursday,June
7181,U8035,628,122,Shawarma,2,279.7,2025-06-06 15:27:00,,31.0,Alexandria,Wallet,Delivered,Bicycle,31.18944499054594,29.91591705173577,31.18092942315501,29.90556598761914,31.18891529239672,29.914519217235892,1.3656117573490607,Medium,Offline,15,559.4,Friday,June
7182,U5743,959,151,Fried Chicken,3,143.37,2025-06-08 11:50:00,,41.0,Assiut,Cash,Delivered,Motorbike,27.1772824370905,31.19455391981141,27.19357697409234,31.17847996718148,27.16740864831772,31.176281853831934,2.407688477979987,Medium,Online,11,430.11,Sunday,June
7183,U6341,747,27,Salad,3,412.68,2025-06-04 08:05:00,,30.0,Assiut,Cash,Delivered,Car,27.1921033609494,31.174509022777475,27.183844332846256,31.165207768322187,27.16216546832945,31.20099845982541,1.298828142690413,High,Online,8,1238.04,Wednesday,June
7184,U6964,992,447,Pasta,4,152.72,2025-06-01 19:03:00,,59.0,Mansoura,Wallet,Delivered,Car,31.048748992611618,31.39982266167009,31.04185886176802,31.37975026209829,31.025320674704627,31.383461419207904,2.062758092934954,High,Offline,19,610.88,Sunday,June
7185,U2942,117,61,Salad,1,145.25,2025-06-04 02:42:00,,26.0,Mansoura,Wallet,Delivered,Car,31.027024015116098,31.36525235755116,31.033790091531024,31.39373382649328,31.03754556583089,31.38879539456341,2.8208134484857394,Low,Online,2,145.25,Wednesday,June
7186,U6351,198,122,Koshary,4,188.96,2025-06-02 12:01:00,,29.0,Giza,Credit Card,Delivered,Motorbike,30.029988932726194,31.218958302005564,30.01171403566841,31.189547713706112,30.017135450139023,31.19094915828458,3.48614939164077,Medium,Online,12,755.84,Monday,June
7187,U1014,788,308,Koshary,4,411.08,2025-06-02 16:17:00,,57.0,Alexandria,Credit Card,Delivered,Bicycle,31.203802727310592,29.90166747835635,31.214909289364563,29.91359812651289,31.21982849329483,29.91333272402539,1.6760082234308291,High,Online,16,1644.32,Monday,June
7188,U8666,874,335,Burger,3,442.68,2025-06-02 10:33:00,,57.0,Tanta,Cash,Delivered,Motorbike,30.78169697163848,31.012004802018893,30.78227024375978,30.97986849405093,30.79106507792885,30.98721801326622,3.0767711833596416,Medium,Online,10,1328.04,Monday,June
7189,U7343,320,456,Pasta,4,590.44,2025-06-09 19:40:00,,45.0,Giza,Cash,Delivered,Car,30.01317742323124,31.194360035351053,30.01639415071545,31.19229397317893,30.018141769524966,31.19253322548608,0.4085078570161218,High,Online,19,2361.76,Monday,June
7190,U6291,197,302,Shawarma,4,220.52,2025-06-02 12:31:00,,39.0,Tanta,Wallet,Delivered,Car,30.79070285013751,31.00165868549311,30.80471251243033,31.001351984953207,30.7796376831463,31.015348616491856,1.5534724733202316,Medium,Online,12,882.08,Monday,June
7191,U6730,449,497,Fried Chicken,3,268.32,2025-06-07 14:47:00,,31.0,Mansoura,Wallet,Cancelled,Motorbike,31.04029562127383,31.37484267089507,31.01895400557041,31.380407669423416,31.035667288538068,31.396102504667457,2.42506424806928,Medium,Online,14,804.96,Saturday,June
7192,U6770,722,454,Fried Chicken,4,166.0,2025-06-02 22:25:00,,47.0,Zagazig,Cash,Delivered,Bicycle,30.58715620142145,31.506189106993443,30.574522074811718,31.48927503522219,30.59940971958885,31.50089618033213,2.1433523738406097,Low,Online,22,664.0,Monday,June
7193,U8319,739,79,Koshary,3,261.93,2025-06-07 07:50:00,,44.0,Alexandria,Credit Card,Delivered,Car,31.20029731216357,29.90061283511432,31.19584034894832,29.915158883565795,31.199692574972268,29.911922038303945,1.471768056400345,High,Online,7,785.79,Saturday,June
7194,U4724,948,274,Sushi,3,390.51,2025-06-04 16:16:00,,17.0,Giza,Credit Card,Delivered,Motorbike,30.00015647641712,31.22415394772243,30.000135314642147,31.22722160840904,30.02585172859656,31.22544643142353,0.2959960315354619,High,Online,16,1171.53,Wednesday,June
7195,U7348,942,258,Koshary,1,72.54,2025-06-08 07:46:00,,27.0,Giza,Wallet,Delivered,Motorbike,30.02560931617219,31.217468345234064,29.993759566331917,31.198650767509815,30.024803251623062,31.204633874478084,3.970042017520003,High,Online,7,72.54,Sunday,June
7196,U7467,334,374,Shawarma,2,184.3,2025-06-07 01:29:00,,35.0,Alexandria,Wallet,In Transit,Car,31.20177041279764,29.912526917274683,31.191738319444145,29.922974207328195,31.210595820371875,29.934060015579213,1.492853932512,Low,Online,1,368.6,Saturday,June
7197,U3719,832,353,Sushi,3,172.64999999999998,2025-06-02 02:55:00,,31.0,Assiut,Wallet,Delivered,Motorbike,27.16614319446819,31.18252140461208,27.18704776731309,31.16943366003741,27.1935638357632,31.17828313549694,2.654749064219226,Low,Online,2,517.9499999999999,Monday,June
7198,U8812,305,439,Pizza,4,216.76,2025-06-13 08:35:00,,40.0,Assiut,Wallet,Delivered,Motorbike,27.191546284063318,31.18874840193619,27.18762513023804,31.16902574074939,27.19999523277643,31.18683578690367,2.0019939439899024,High,Online,8,867.04,Friday,June
7199,U3773,414,460,Shawarma,1,35.62,2025-06-14 09:09:00,,31.0,Zagazig,Credit Card,Cancelled,Car,30.60499775913509,31.50671220083431,30.592983880563,31.50522470397489,30.59411312870546,31.514352604286817,1.3395075164045984,High,Online,9,35.62,Saturday,June
7200,U3103,654,364,Burger,4,491.72,2025-06-05 13:19:00,,15.0,Giza,Wallet,Delivered,Car,30.03099227596948,31.21448943552167,29.995168346777252,31.22527008407748,30.01134333830593,31.21729684166108,4.105113222987264,Medium,Online,13,1966.88,Thursday,June
7201,U5869,234,311,Koshary,1,80.61,2025-06-06 13:27:00,,43.0,Tanta,Credit Card,Delivered,Motorbike,30.781260709296447,30.984397132451683,30.803637588773142,31.009093848447936,30.80414390974936,31.004920329575828,3.426627135640888,Medium,Online,13,80.61,Friday,June
7202,U1068,704,482,Sushi,4,263.48,2025-06-10 04:32:00,,39.0,Giza,Wallet,Cancelled,Bicycle,29.99852067494243,31.22062721515074,30.02624765148574,31.213250396609958,30.004115753032465,31.215945578349864,3.154924788823841,Low,Online,4,1053.92,Tuesday,June
7203,U8291,39,96,Fried Chicken,4,390.4,2025-06-01 12:20:00,,36.0,Giza,Cash,Cancelled,Bicycle,30.013835985065324,31.20728905459197,30.00735249751503,31.197167314466093,30.02127966439293,31.208434474010435,1.2124804966236384,Medium,Online,12,1561.6,Sunday,June
7204,U9960,311,152,Salad,5,155.29999999999998,2025-06-15 21:13:00,,33.0,Zagazig,Cash,Delivered,Bicycle,30.57220436917397,31.5140093500562,30.607638464858905,31.51361731225637,30.57206792667766,31.5025518550886,3.9284903848419415,Low,Online,21,776.4999999999999,Sunday,June
7205,U5138,904,481,Sushi,2,154.82,2025-06-03 13:27:00,,32.0,Assiut,Wallet,Delivered,Car,27.198259496740505,31.20084006245008,27.18220931980216,31.17161468193228,27.16496981868145,31.196146614975103,3.3983772225028903,Medium,Online,13,309.64,Tuesday,June
7206,U9340,658,424,Shawarma,4,366.24,2025-06-04 04:58:00,,51.0,Zagazig,Cash,Delivered,Car,30.57504318509421,31.48613086941475,30.58637968807646,31.491213437583184,30.57562005513841,31.49065952551853,1.348034229742769,Low,Online,4,1464.96,Wednesday,June
7207,U9210,969,220,Salad,5,449.35,2025-06-03 01:18:00,,26.0,Assiut,Credit Card,Delivered,Bicycle,27.171010634398048,31.17794158033554,27.200372775107933,31.201894790233247,27.194498795184263,31.18734018283164,4.027297226984466,Low,Online,1,2246.75,Tuesday,June
7208,U8129,526,94,Sandwich,2,113.86,2025-06-15 13:15:00,,49.0,Alexandria,Credit Card,Delivered,Motorbike,31.1963654610754,29.919938754093288,31.192607337028548,29.93784797259161,31.21390636018708,29.905558238047043,1.7570463302802628,Medium,Online,13,227.72,Sunday,June
7209,U2569,577,133,Sandwich,5,297.4,2025-06-09 13:05:00,,36.0,Cairo,Cash,Cancelled,Bicycle,30.039726578742364,31.221096518154845,30.06093505985126,31.23251087635774,30.0465146918185,31.226050363814828,2.595966573180424,Medium,Online,13,1487.0,Monday,June
7210,U2635,769,44,Fried Chicken,4,502.24,2025-06-11 17:59:00,,27.0,Alexandria,Credit Card,Delivered,Motorbike,31.21188651569592,29.90906598051841,31.188806639022367,29.91980180188935,31.21384650353284,29.924021861047656,2.7559044531253574,High,Offline,17,2008.96,Wednesday,June
7211,U3050,446,227,Shawarma,4,161.92,2025-06-05 00:11:00,,45.0,Zagazig,Wallet,Delivered,Bicycle,30.58595267282204,31.48396755768249,30.60083054992965,31.50661152118264,30.58707257304741,31.50243770917703,2.7270623056605325,Low,Online,0,647.68,Thursday,June
7212,U1091,211,325,Pizza,3,162.87,2025-06-14 18:20:00,,39.0,Mansoura,Wallet,Delivered,Car,31.024730730400133,31.38875361455804,31.05125886495478,31.37191920036655,31.04284485945247,31.37102469909176,3.3516206034932043,High,Online,18,488.61,Saturday,June
7213,U3589,134,323,Burger,3,115.89,2025-06-04 08:22:00,,41.0,Assiut,Cash,Delivered,Car,27.171588395819445,31.183555689294373,27.1764201953277,31.170284115681536,27.170294736966337,31.17670186516108,1.4200315205569338,High,Online,8,347.67,Wednesday,June
7214,U5352,256,179,Koshary,4,213.0,2025-06-07 04:02:00,,38.0,Alexandria,Credit Card,Delivered,Bicycle,31.2004645354075,29.89995064298125,31.20248029566556,29.9353302048816,31.181294091511027,29.914913701807887,3.379173014677489,Low,Online,4,852.0,Saturday,June
7215,U7591,706,19,Sandwich,2,69.06,2025-06-09 05:28:00,,48.0,Zagazig,Credit Card,Delivered,Motorbike,30.57359815669705,31.494145928614014,30.59440473606704,31.52036005449455,30.59501779353501,31.496652984847213,3.4121443120663564,Low,Online,5,138.12,Monday,June
7216,U9219,26,55,Koshary,4,185.48,2025-06-11 23:23:00,,41.0,Giza,Cash,Delivered,Bicycle,30.01756622702584,31.20522525094681,30.014431672272416,31.212628240885216,30.00988099696815,31.20977653535818,0.7942167624634869,Low,Online,23,741.92,Wednesday,June
7217,U2592,683,85,Burger,3,443.67,2025-06-14 14:30:00,,49.0,Tanta,Credit Card,Cancelled,Car,30.789129892262046,30.991902841403284,30.76690770533115,30.992952267767137,30.784014444643272,30.99331543720121,2.465724547486465,Medium,Online,14,1331.01,Saturday,June
7218,U2740,814,277,Sushi,3,236.64,2025-06-12 07:19:00,,34.0,Cairo,Credit Card,Delivered,Car,30.05298809265529,31.2164303137148,30.05982025990572,31.2265322737778,30.052689436948857,31.22583399412041,1.2339261409421869,High,Online,7,709.92,Thursday,June
7219,U2482,266,445,Pizza,4,387.32,2025-06-09 05:25:00,,33.0,Tanta,Cash,Delivered,Motorbike,30.80400818461517,30.98970865791263,30.793265738834343,30.998627866289755,30.77212061827969,31.003420081715188,1.4652848124126283,Low,Online,5,1549.28,Monday,June
7220,U8038,723,189,Fried Chicken,4,249.12,2025-06-13 18:36:00,,30.0,Assiut,Wallet,Delivered,Bicycle,27.19739018244405,31.16694602492796,27.172908303191445,31.181881224336315,27.177132959289093,31.165246875264703,3.090191227286406,High,Online,18,996.48,Friday,June
7221,U6644,481,392,Fried Chicken,2,228.08,2025-06-16 01:07:00,,57.0,Zagazig,Cash,Delivered,Bicycle,30.60554302472276,31.48223160121227,30.60314124010645,31.50703888306645,30.60302837803495,31.48442790002421,2.393781611885358,Low,Online,1,456.16,Monday,June
7222,U3829,567,46,Burger,1,147.35,2025-06-11 13:48:00,,40.0,Alexandria,Wallet,Delivered,Bicycle,31.189888623880947,29.91282897332165,31.20368905817715,29.930752124430494,31.194080877615317,29.89973528144039,2.293289050522462,Medium,Online,13,147.35,Wednesday,June
7223,U3707,775,305,Shawarma,5,660.1,2025-06-09 18:21:00,,47.0,Alexandria,Wallet,Delivered,Bicycle,31.18536261226557,29.914158900624862,31.210405303046294,29.91251346551441,31.18956420232824,29.901401699685277,2.7809801496221738,High,Online,18,3300.5,Monday,June
7224,U8246,337,24,Sushi,4,257.44,2025-06-03 19:40:00,,41.0,Alexandria,Credit Card,Delivered,Bicycle,31.192191068019856,29.9352790024336,31.200791633743137,29.933344245957127,31.210949964064778,29.92026890073992,0.9712346217046064,High,Online,19,1029.76,Tuesday,June
7225,U8527,728,163,Salad,1,64.39,2025-06-15 08:18:00,,31.0,Assiut,Cash,Delivered,Car,27.19670340691065,31.168831856658816,27.188904959843367,31.18165290849304,27.171172727061435,31.167005789715677,1.536409275875961,High,Online,8,64.39,Sunday,June
7226,U3182,55,488,Burger,1,37.87,2025-06-05 22:28:00,,15.0,Assiut,Cash,Delivered,Bicycle,27.19978213898494,31.191716340835267,27.16779683213576,31.19827493290344,27.161870948340848,31.16600685338492,3.603273039269225,Low,Online,22,37.87,Thursday,June
7227,U7550,976,442,Sandwich,1,146.28,2025-06-08 17:03:00,,19.0,Mansoura,Wallet,Cancelled,Motorbike,31.05227299804282,31.37204243219007,31.047577755897525,31.378775172376297,31.031472254938823,31.371267859072944,0.8270494313509558,High,Online,17,146.28,Sunday,June
7228,U4880,14,232,Burger,2,121.96,2025-06-03 17:37:00,,45.0,Mansoura,Credit Card,Delivered,Bicycle,31.0223007088451,31.381402815031212,31.03313644910458,31.37526045229321,31.021748826707068,31.37636912059893,1.336857056147829,High,Online,17,243.92,Tuesday,June
7229,U9447,622,166,Pasta,5,658.0500000000001,2025-06-04 00:46:00,,39.0,Cairo,Credit Card,Delivered,Motorbike,30.06229711992239,31.232930185585783,30.02707838910554,31.222766828826543,30.05711599299674,31.224013623553702,4.025273693937177,Low,Online,0,3290.2500000000005,Wednesday,June
7230,U6705,540,90,Fried Chicken,2,66.64,2025-06-07 08:59:00,,28.0,Tanta,Cash,Delivered,Bicycle,30.78343432109403,30.997560881462626,30.777951943856085,31.016041879588297,30.788080387474224,31.010465224277542,1.870543823145339,High,Online,8,133.28,Saturday,June
7231,U7293,222,356,Sandwich,2,243.68,2025-06-15 15:07:00,,40.0,Assiut,Wallet,Delivered,Motorbike,27.16127241163049,31.1942043097023,27.194586614871056,31.19450096507697,27.18603409404025,31.18941871061746,3.691541519705013,Medium,Offline,15,487.36,Sunday,June
7232,U3281,738,275,Burger,2,122.72,2025-06-11 23:01:00,,32.0,Cairo,Credit Card,Delivered,Bicycle,30.04209574962993,31.216438203100942,30.04288090597696,31.221464222665347,30.03090424190936,31.245731094624585,0.4924872417567805,Low,Offline,23,245.44,Wednesday,June
7233,U6300,47,444,Burger,3,216.39,2025-06-06 18:30:00,,17.0,Zagazig,Credit Card,Delivered,Motorbike,30.56954276678702,31.495166878245097,30.60129276867501,31.514982630284702,30.569989927531747,31.483879901451523,4.000242381672316,High,Online,18,649.17,Friday,June
7234,U8594,64,124,Sandwich,4,383.96,2025-06-04 20:57:00,,54.0,Cairo,Credit Card,Delivered,Bicycle,30.04615511684645,31.22931150544494,30.06009977480071,31.23309181438158,30.048613464209293,31.223348051288475,1.5882171279259416,Low,Online,20,1535.84,Wednesday,June
7235,U2185,588,446,Burger,4,297.0,2025-06-07 20:49:00,,45.0,Giza,Cash,Delivered,Bicycle,30.006642161097485,31.192689738392847,30.02573284629378,31.225582284096475,30.016370891866742,31.20025485435408,3.814118888780191,Low,Online,20,1188.0,Saturday,June
7236,U4423,266,358,Pizza,5,172.04999999999998,2025-06-13 03:58:00,,55.0,Assiut,Wallet,In Transit,Car,27.179837397343764,31.164127408944584,27.163663738428404,31.164946498096324,27.19024413373671,31.181302578756483,1.793979595693253,Low,Online,3,860.2499999999999,Friday,June
7237,U3958,946,142,Burger,2,212.44,2025-06-10 12:52:00,,58.0,Mansoura,Wallet,Delivered,Car,31.042426814429724,31.390260567711653,31.04500001171386,31.37316349126104,31.048347349918288,31.370094818954467,1.656845181927704,Medium,Online,12,424.88,Tuesday,June
7238,U5577,482,97,Shawarma,3,409.65,2025-06-04 18:16:00,,47.0,Cairo,Wallet,Delivered,Car,30.05915204383271,31.251009270045955,30.046598875610293,31.23132911045103,30.05423196977607,31.22484841127916,2.353360469670518,High,Online,18,1228.9499999999998,Wednesday,June
7239,U1967,702,76,Burger,4,469.28,2025-06-13 16:49:00,,32.0,Giza,Credit Card,Cancelled,Motorbike,30.01957606305888,31.20133824447007,30.028443375749656,31.19980664944434,29.994194395694336,31.220893751110854,0.9940078668337998,High,Online,16,1877.12,Friday,June
7240,U2294,615,459,Pizza,1,116.81,2025-06-11 20:15:00,,32.0,Assiut,Credit Card,Delivered,Motorbike,27.178261954739128,31.189821077117536,27.16505863718495,31.165849944755436,27.171077228022703,31.176439214255662,2.7899837644773857,Low,Online,20,116.81,Wednesday,June
7241,U2291,615,20,Shawarma,3,96.63,2025-06-05 03:26:00,,23.0,Alexandria,Cash,Delivered,Car,31.212877114146814,29.9385057103659,31.197469823872996,29.899479978286465,31.19389865652252,29.910921712558945,4.092673817377181,Low,Online,3,289.89,Thursday,June
7242,U3350,330,96,Sushi,4,481.64,2025-06-14 10:04:00,,33.0,Zagazig,Wallet,Delivered,Car,30.60392328550293,31.488569586222017,30.572025286714076,31.51469369979051,30.602778396152857,31.51113495982793,4.333994268229755,Medium,Online,10,1926.56,Saturday,June
7243,U9928,700,47,Pasta,5,324.3,2025-06-01 12:26:00,,35.0,Giza,Wallet,Delivered,Motorbike,29.99789039865729,31.19996651685514,30.00449797998015,31.2180734750262,30.01464798725405,31.227086660581502,1.8943860526437164,Medium,Offline,12,1621.5,Sunday,June
7244,U7599,659,130,Koshary,2,233.04,2025-06-11 06:59:00,,44.0,Zagazig,Wallet,Delivered,Bicycle,30.588977319102117,31.514722312290967,30.60413117660067,31.48757923816061,30.573584763392248,31.51658035683861,3.0981709103546127,Low,Online,6,466.08,Wednesday,June
7245,U9876,92,328,Fried Chicken,1,100.62,2025-06-03 21:53:00,,33.0,Zagazig,Cash,Delivered,Motorbike,30.5790804783897,31.482130990888653,30.60531200998445,31.510246366688435,30.60332767123953,31.50644581839093,3.965866653240033,Low,Online,21,100.62,Tuesday,June
7246,U9340,69,108,Pizza,1,43.95,2025-06-07 17:25:00,,39.0,Zagazig,Wallet,Delivered,Motorbike,30.56958244791508,31.505707180185063,30.581015015842905,31.48827560087547,30.59335801820989,31.48825733738683,2.0981888919970464,High,Online,17,43.95,Saturday,June
7247,U5616,959,425,Pasta,4,366.32,2025-06-01 12:05:00,,27.0,Giza,Wallet,Delivered,Motorbike,30.01984186780456,31.208021009026208,30.027377227770064,31.20460637059685,30.02356202614772,31.19714734012709,0.8979138043815029,Medium,Online,12,1465.28,Sunday,June
7248,U6328,50,328,Burger,2,268.74,2025-06-05 16:45:00,,31.0,Mansoura,Wallet,Delivered,Car,31.05241083109837,31.390328841618494,31.040070481731707,31.37832687834501,31.041811648745345,31.36794569703444,1.7845180919577948,High,Online,16,537.48,Thursday,June
7249,U9824,321,310,Burger,2,115.18,2025-06-04 14:57:00,,21.0,Giza,Credit Card,Delivered,Motorbike,29.999616106179097,31.2100586882044,30.022892083976902,31.20561681954605,29.99480195064849,31.189961639876238,2.61554744617942,Medium,Online,14,230.36,Wednesday,June
7250,U5905,907,179,Pizza,1,55.7,2025-06-03 01:29:00,,21.0,Mansoura,Credit Card,Delivered,Motorbike,31.05039654630496,31.38214666663793,31.01925895473337,31.38181027844895,31.023106712002438,31.39954906877491,3.4523761137448563,Low,Online,1,55.7,Tuesday,June
7251,U3441,623,409,Fried Chicken,2,136.6,2025-06-13 11:07:00,,45.0,Mansoura,Cash,Delivered,Car,31.05203582934148,31.38991333338918,31.04283084412883,31.368405783642277,31.045281813924504,31.38763619128008,2.292713677162965,Medium,Online,11,273.2,Friday,June
7252,U6385,850,293,Pizza,2,104.88,2025-06-06 15:12:00,,40.0,Alexandria,Credit Card,Delivered,Bicycle,31.216673617706657,29.9206991896708,31.203868795397806,29.929405476701707,31.183984602552496,29.907346379868983,1.6443565238391535,Medium,Online,15,209.76,Friday,June
7253,U1135,32,398,Koshary,1,148.12,2025-06-04 08:51:00,,46.0,Alexandria,Cash,Delivered,Bicycle,31.19071140356344,29.938146172092573,31.18203704168056,29.90085126869263,31.213192662386103,29.90176409625585,3.682676524325283,High,Online,8,148.12,Wednesday,June
7254,U6933,66,41,Sushi,4,426.32,2025-06-03 16:58:00,,30.0,Tanta,Cash,Delivered,Motorbike,30.8026581226076,31.006119303672868,30.782294029840187,30.987394640832964,30.790562176119128,31.01240026709341,2.8825201548727244,High,Online,16,1705.28,Tuesday,June
7255,U6197,130,345,Burger,3,226.05,2025-06-04 10:54:00,,36.0,Mansoura,Wallet,Delivered,Motorbike,31.030726510189456,31.393774127167795,31.053095294164105,31.372916975273863,31.04809205787858,31.380921328827373,3.180398577726665,Medium,Online,10,678.1500000000001,Wednesday,June
7256,U3806,861,50,Sandwich,1,68.03,2025-06-01 17:56:00,,49.0,Alexandria,Wallet,Delivered,Car,31.20219352053822,29.91560152958336,31.21538493614606,29.907635769257418,31.20400371833237,29.905276694893555,1.6478330268035348,High,Online,17,68.03,Sunday,June
7257,U3700,179,168,Shawarma,3,165.54,2025-06-03 08:23:00,,54.0,Mansoura,Credit Card,Delivered,Bicycle,31.01992029883329,31.39982097400893,31.019182725056485,31.37006673758881,31.037468715558827,31.37672730478389,2.8422530706391216,High,Offline,8,496.62,Tuesday,June
